"STATE"	"IDCENSUS"	"NAME"	"CONUM"	"ENROLL"	"TOTALREV"	"TFEDREV"	"TSTREV"	"TLOCREV"	"TOTALEXP"	"TCURISAL"	"TCURIBEN"	"PPCSTOT"	"PPSALWG"	"PPEMPBEN"	"PPITOTAL"	"PPISALWG"	"PPIEMBEN"
"468"	"AR"	4501400300000	"MAGNOLIA SCH DIST"	5027	2983	29038	3746	21727	3565	28873	10539	2991	9091	5391	1544	5169	3533	1003
"469"	"AR"	4501500400000	"NEMO VISTA SCH DIST 8"	5029	461	6516	502	4525	1489	5836	1938	530	11996	6772	1870	6204	4204	1150
"470"	"AR"	4501500600000	"WONDERVIEW SCHOOL DISTRICT 2"	5029	464	5024	583	3417	1024	5048	1859	514	10078	5685	1541	6233	4006	1108
"472"	"AR"	4501560100000	"SOUTH CONWAY CO SCH DIST"	5029	2285	25055	2460	19382	3213	25361	7615	2060	9183	5299	1439	4981	3333	902
"473"	"AR"	4501600100000	"BAY SCHOOL DISTRICT"	5031	577	5929	541	4516	872	5999	1848	523	9806	5497	1579	5203	3203	906
"474"	"AR"	4501600300000	"BROOKLAND SCH DIST"	5031	2350	24526	1359	20213	2954	28601	7614	2058	7831	4575	1253	4934	3240	876
"475"	"AR"	4501600800000	"JONESBORO SCH DIST"	5031	6194	64965	9110	47753	8102	64864	21293	6007	9417	5257	1485	5169	3438	970
"476"	"AR"	4501600900000	"RIVERSIDE SCH DIST"	5031	856	10297	843	8678	776	13618	2985	845	9046	5243	1495	5261	3487	987
"477"	"AR"	4501601100000	"NETTLETON SCH DIST"	5031	3420	36108	3458	26565	6085	34789	12948	3711	9408	5915	1690	5541	3786	1085
"478"	"AR"	4501601200000	"VALLEY VIEW SCH DIST"	5031	2809	27199	1651	21775	3773	30914	9908	2760	8867	4837	1349	5412	3527	983
"479"	"AR"	4501640100000	"BUFFALO ISLAND CENTRAL SCH DT"	5031	807	8075	733	6390	952	8181	3088	875	9275	5320	1512	5760	3827	1084
"480"	"AR"	4501680100000	"WESTSIDE CONS SCHOOL DIST"	5031	1778	16734	1446	13336	1952	15989	5531	1645	8491	4829	1430	5008	3111	925
"481"	"AR"	4501700100000	"ALMA SCH DIST 30"	5033	3212	32301	3241	25899	3161	31208	11038	3190	8921	5243	1535	5132	3436	993
"482"	"AR"	4501700200000	"CEDARVILLE SCH DIST 44"	5033	830	8901	1033	7111	757	10922	2974	830	10030	5863	1665	5553	3583	1000
"483"	"AR"	4501700300000	"MOUNTAINBURG SCH DIST 16"	5033	706	8852	989	7221	642	7228	2384	666	9819	5514	1554	5205	3377	943
"484"	"AR"	4501700400000	"MULBERRY SCH DIST 101"	5033	379	4572	665	3322	585	4120	1353	382	10636	6000	1697	5251	3570	1008
"485"	"AR"	4501700500000	"VAN BUREN SCH DIST 42"	5033	5897	60483	6415	47687	6381	57144	20401	5661	8845	5419	1510	5085	3460	960
"486"	"AR"	4501800200000	"EARLE SCH DIST"	5035	644	7835	1396	6038	401	7784	2454	719	11840	6348	1835	6273	3811	1116
"487"	"AR"	4501800300000	"WEST MEMPHIS SCHOOL DISTRICT"	5035	5721	65641	11021	48883	5737	59713	20546	5733	10054	5608	1576	5452	3591	1002
"488"	"AR"	4501800400000	"MARION SCH DIST"	5035	4132	41765	2595	32699	6471	41012	13902	4084	8528	5212	1545	5119	3364	988
"489"	"AR"	4501900100000	"CROSS COUNTY SCHOOL DISTRICT"	5037	665	7919	1187	5406	1326	8523	2220	608	11477	5571	1552	4964	3338	914
"490"	"AR"	4501900600000	"WYNNE SCH DIST 9"	5037	2667	26700	3072	21034	2594	25850	9943	2722	9361	5788	1601	5454	3728	1021
"491"	"AR"	4502000300000	"FORDYCE SCH DIST 39"	5039	826	11035	1483	8817	735	10678	2988	826	9616	5349	1478	5462	3617	1000
"492"	"AR"	4502100500000	"DUMAS SCHOOL DISTRICT"	5041	1409	15604	2130	11984	1490	15256	5021	1400	10099	5703	1608	5413	3564	994
"493"	"AR"	4502100600000	"MCGEHEE SCH DIST"	5041	1227	13691	1874	10281	1536	13026	4484	1301	10071	5856	1702	5751	3654	1060
"494"	"AR"	4502200200000	"DREW CENTRAL SCH DIST 5"	5043	1035	11387	1778	8527	1082	10456	3453	1030	9729	5204	1564	5639	3336	995
"495"	"AR"	4502200300000	"MONTICELLO SCH DIST 18"	5043	2110	22237	2553	17473	2211	22148	7715	2251	9472	5870	1771	5565	3656	1067
"497"	"AR"	4502300100000	"CONWAY SCH DIST"	5045	10014	104870	8963	81020	14887	112982	36784	10173	9242	5706	1593	5338	3673	1016
"498"	"AR"	4502300300000	"GREENBRIER SCHOOL DIST"	5045	3453	35008	2208	29454	3346	40677	11550	3244	8192	5147	1449	4891	3345	939
"499"	"AR"	4502300400000	"GUY PERKINS SCH DIST"	5045	394	4603	421	3467	715	4320	1489	429	10675	6048	1721	5937	3779	1089
"500"	"AR"	4502300500000	"MAYFLOWER SCH DIST"	5045	1130	11751	1401	9097	1253	10836	3923	1099	9082	5439	1533	5208	3472	973
"501"	"AR"	4502300600000	"MT VERNON/ENOLA SCHOOL DIST"	5045	543	5368	444	4182	742	4843	1772	483	8571	4882	1339	4779	3263	890
"502"	"AR"	4502300700000	"VILONIA SCH DIST"	5045	3317	33829	2956	27380	3493	32128	10948	3149	8840	5462	1582	4918	3301	949
"503"	"AR"	4502400200000	"CHARLESTON SCH DIST"	5047	920	8505	850	6832	823	7924	3226	893	8399	5121	1418	5162	3507	971
"504"	"AR"	4502400300000	"COUNTY LINE SCH DIST"	5083	481	4733	576	3591	566	4453	1612	450	8532	4863	1351	5081	3351	936
"505"	"AR"	4502400400000	"OZARK SCH DIST"	5047	1867	18854	2170	14969	1715	17803	6592	1795	9212	5273	1458	5269	3531	961
"507"	"AR"	4502500200000	"MAMMOTH SPRING SCH DIST"	5049	485	5033	595	3752	686	5215	1716	506	9584	5260	1538	5784	3538	1043
"508"	"AR"	4502500300000	"SALEM SCH DIST"	5049	793	7530	947	5875	708	7263	2816	784	9038	5047	1415	5600	3551	989
"509"	"AR"	4502500400000	"VIOLA SCH DIST"	5049	410	4514	537	3391	586	4521	1658	465	10580	6173	1746	6139	4044	1134
"510"	"AR"	4502600100000	"CUTTER-MORNING STAR SCH DIST 21"	5051	601	6983	866	5357	760	7411	1957	576	11621	4493	1296	5008	3256	958
"511"	"AR"	4502600200000	"FOUNTAIN LAKE SCHOOL DISTRICT 18"	5051	1417	16872	1806	11668	3398	15893	5068	1449	10497	5640	1649	5650	3577	1023
"512"	"AR"	4502600400000	"HOT SPRINGS SCH DIST 6"	5051	3774	45234	6107	32669	6458	42253	15073	4323	10903	6286	1758	6111	3994	1145
"513"	"AR"	4502600500000	"LAKE HAMILTON SCH DIST 5"	5051	4378	46068	4256	36133	5679	48206	15122	4374	9063	5234	1537	5199	3454	999
"514"	"AR"	4502600600000	"LAKESIDE SCH DIST 9"	5051	3480	35593	2721	27380	5492	33858	11586	3268	9091	4757	1339	5120	3329	939
"515"	"AR"	4502600700000	"MOUNTAIN PINE SCH DIST 46"	5051	531	6185	953	4552	680	5891	1720	499	10597	5153	1486	5137	3239	940
"516"	"AR"	4502660100000	"JESSIEVILLE SCH DIST"	5051	937	11466	1622	7812	2032	11831	3072	895	11486	5264	1535	5413	3279	955
"517"	"AR"	4502700400000	"SHERIDAN SCH DIST"	5053	4210	37930	3309	30919	3702	35301	13570	3789	7912	4824	1354	4671	3223	900
"518"	"AR"	4502750300000	"POYEN SCH DIST 1"	5053	588	5706	445	4766	495	5373	1918	555	8395	4876	1403	4876	3262	944
"519"	"AR"	4502800300000	"MARMADUKE SCH DIST"	5055	820	7339	800	5631	908	7170	2458	746	8393	4902	1483	4572	2998	910
"520"	"AR"	4502800500000	"PARAGOULD SCHOOL DISTRICT"	5055	3197	32051	4132	24718	3201	29789	10688	3081	8773	5182	1511	4952	3343	964
"521"	"AR"	4502800700000	"GREENE CO TECH SCH DIST"	5055	3837	35713	3399	28274	4040	41736	12750	3678	8748	5305	1540	4991	3323	959
"522"	"AR"	4502900100000	"BLEVINS SCH DIST"	5057	496	5427	773	4147	507	6635	1932	573	10988	6093	1804	6298	3895	1155
"523"	"AR"	4502900400000	"HOPE SCH DIST"	5057	2575	27585	3976	20998	2611	25612	8952	2558	9662	5371	1538	5545	3477	993
"524"	"AR"	4502900700000	"SPRING HILL SCH DIST"	5057	555	5592	559	4530	503	4917	1819	542	8470	4744	1432	5126	3277	977
"526"	"AR"	4503000100000	"BISMARCK SCH DIST"	5059	987	9991	1133	7778	1080	9324	3302	906	9031	5221	1424	5080	3345	918
"527"	"AR"	4503000200000	"GLEN ROSE SCH DIST"	5059	1037	10195	954	8013	1228	9553	3407	1000	8714	4863	1439	5122	3285	964
"528"	"AR"	4503000300000	"MAGNET COVE SCH DIST"	5059	699	7196	531	5177	1488	9363	2162	614	9013	4660	1306	4778	3093	878
"529"	"AR"	4503000400000	"MALVERN SCH DIST"	5059	2025	24089	3175	18064	2850	23340	7900	2254	10684	5650	1625	5856	3901	1113
"530"	"AR"	4503000500000	"OUACHITA SCH DIST"	5059	544	5390	469	4326	595	4478	1507	454	7947	4307	1261	4467	2770	835
"531"	"AR"	4503100200000	"DIERKS SCH DIST"	5061	553	6045	598	4622	825	5923	2148	602	9989	5571	1588	6040	3884	1089
"532"	"AR"	4503100400000	"MINERAL SPRINGS SCHOOL DIST 3"	5061	411	9386	706	6656	2024	8851	2232	650	15754	8842	2528	8589	5431	1582
"533"	"AR"	4503100500000	"NASHVILLE SCH DIST"	5061	1909	20822	2006	16000	2816	19029	7365	2029	9456	5417	1494	5814	3858	1063
"534"	"AR"	4503200100000	"BATESVILLE SCH DIST"	5063	3162	33127	3744	25368	4015	36362	10393	3075	9184	5660	1661	4958	3287	972
"535"	"AR"	4503200500000	"CEDAR RIDGE SCH DIST"	5063	850	11430	1203	8236	1991	10447	3543	1019	11925	6648	1887	6354	4168	1199
"536"	"AR"	4503200700000	"MIDLAND SCH DISTRICT"	5063	565	6396	899	4713	784	6039	2040	570	10117	5389	1540	5637	3611	1009
"537"	"AR"	4503200800000	"SOUTHSIDE SCHOOL DISTRICT"	5063	1886	18341	2288	13850	2203	17381	5694	1695	8194	4742	1402	4653	3019	899
"538"	"AR"	4503300100000	"CALICO ROCK SCH DIST"	5065	419	4408	602	3278	528	4341	1419	413	9876	5358	1582	5036	3387	986
"539"	"AR"	4503300300000	"MELBOURNE SCHOOL DIST"	5065	871	13158	948	10995	1215	17507	3156	889	9185	5284	1494	5506	3623	1021
"540"	"AR"	4503300500000	"IZARD COUNTY CONSOLIDATED SCHOOL DISTRICT"	5065	518	6138	795	4429	914	5898	1908	564	10842	5963	1795	5857	3683	1089
"542"	"AR"	4503400300000	"NEWPORT SCH DIST"	5067	1301	15673	2544	11466	1663	14924	5384	1592	11009	5641	1642	6348	4138	1224
"543"	"AR"	4503400500000	"JACKSON COUNTY SCHOOL DISTRICT"	5067	976	8897	969	7073	855	9002	3111	896	8877	4818	1381	4837	3188	918
"544"	"AR"	4503500200000	"DOLLARWAY SCH DIST 2"	5069	1355	17330	3045	12614	1671	16145	5046	1423	11449	6106	1782	5477	3724	1050
"545"	"AR"	4503500600000	"PINE BLUFF SCH DIST 3"	5069	4169	49326	7049	37744	4533	50542	16062	4940	11111	6322	1980	5870	3853	1185
"546"	"AR"	4.503501e+12	"WATSON CHAPEL SCH DIST 24"	5069	2605	27861	3024	23568	1269	24706	8253	2484	9186	5407	1631	4599	3168	954
"547"	"AR"	4503501100000	"WHITE HALL SCH DIST 27"	5069	2880	28291	2108	22912	3271	28003	10157	2833	9353	5444	1545	5284	3527	984
"549"	"AR"	4503600100000	"CLARKSVILLE SCH DIST 17"	5071	2682	26418	2698	21343	2377	25608	9864	2768	9186	5504	1559	5473	3678	1032
"550"	"AR"	4503600200000	"WESTSIDE SCH DIST"	5071	685	7269	1196	5487	586	6684	2355	699	9435	5286	1530	5493	3438	1020
"551"	"AR"	4503600400000	"LAMAR SCH DIST 39"	5071	1312	12237	1221	9967	1049	11032	4340	1201	8123	4658	1312	5014	3308	915
"552"	"AR"	4503700300000	"LAFAYETTE COUNTY SCHOOL DISTRICT"	5073	647	7465	1013	5598	854	8705	2457	746	11088	6323	1881	5969	3798	1153
"553"	"AR"	4503800400000	"HOXIE PUBLIC SCHOOL DISTRICT 46"	5075	881	9375	1157	7258	960	9074	3436	972	10060	5516	1538	6070	3900	1103
"554"	"AR"	4503800500000	"SLOAN HENDRIX SCH DIST"	5075	775	7098	897	5495	706	6609	2256	648	8166	4521	1280	4484	2911	836
"555"	"AR"	4503800700000	"HILLCREST SCHOOL DISTRICT"	5075	464	5454	677	4243	534	4868	1314	409	10006	5028	1500	4442	2832	881
"556"	"AR"	4503800800000	"LAWRENCE COUNTY SCHOOL DISTRICT"	5075	1016	9812	1278	7260	1274	8999	3236	954	8574	4685	1364	4935	3185	939
"558"	"AR"	4503900500000	"LEE COUNTY SCH DISTRICT 1"	5077	821	11062	2822	7181	1059	10389	3115	877	12376	6272	1776	5905	3794	1068
"559"	"AR"	4504000400000	"STAR CITY SCH DIST 11"	5079	1632	15627	1731	12553	1343	15610	5533	1587	9241	5371	1534	4982	3390	972
"560"	"AR"	4504100100000	"ASHDOWN SCH DIST 31"	5081	1426	14928	1559	11080	2289	14579	4655	1305	9828	5386	1522	4982	3264	915
"561"	"AR"	4504100200000	"FOREMAN SCH DIST"	5081	481	5431	563	3995	873	5161	1621	446	9879	5418	1518	5166	3370	927
"562"	"AR"	4504200100000	"BOONEVILLE SCH DIST"	5083	1309	13651	1813	10691	1147	12523	4534	1295	9192	5249	1502	5311	3464	989
"563"	"AR"	4504200300000	"MAGAZINE SCH DIST"	5083	615	6370	797	4914	659	6114	1963	610	9262	5133	1548	5068	3192	992
"564"	"AR"	4504200400000	"PARIS SCH DIST 7"	5083	1165	11657	1300	9124	1233	11479	3832	1079	9278	5258	1488	5079	3289	926
"565"	"AR"	4504200500000	"SCRANTON SCH DIST"	5083	409	4411	492	3278	641	4805	1461	396	9592	5584	1518	5438	3572	968
"566"	"AR"	4504300100000	"CABOT SCHOOL DISTRICT 4"	5085	10378	98403	8434	78961	11008	95770	35869	9863	8722	5361	1467	5082	3456	950
"567"	"AR"	4504300200000	"CARLISLE SCH DIST"	5085	729	7501	683	5768	1050	7928	2354	648	9247	4838	1331	5288	3229	889
"568"	"AR"	4504300300000	"ENGLAND SCH DIST"	5085	797	8525	943	6713	869	7737	2571	700	9395	5095	1425	5158	3226	878
"569"	"AR"	4504300600000	"LONOKE SCH DIST"	5085	1805	18852	1865	14783	2204	19205	6231	1724	8994	5075	1395	5080	3452	955
"570"	"AR"	4504400100000	"HUNTSVILLE SCH DIST 1"	5087	2355	22133	2476	17494	2163	21727	8213	2239	8780	5369	1506	5076	3487	951
"571"	"AR"	4504500100000	"FLIPPIN SCH DIST"	5089	886	10837	2190	7254	1393	11742	3253	941	9560	5462	1624	5822	3672	1062
"572"	"AR"	4504500300000	"YELLVILLE-SUMMIT SCH DIST"	5089	751	7636	975	5769	892	6980	2523	704	8903	5120	1461	4965	3360	937
"573"	"AR"	4504600200000	"GENOA CENTRAL SCH DIST"	5091	1181	11245	832	9150	1263	10394	3642	1031	8013	4577	1271	4815	3084	873
"574"	"AR"	4504600300000	"FOUKE SCH DIST 15"	5091	1127	10980	920	8923	1137	10062	3538	1003	8437	4915	1375	4802	3139	890
"575"	"AR"	4504600600000	"TEXARKANA SCH DIST 7"	5091	4594	51765	9173	37415	5177	49019	17309	4662	10230	5638	1570	5848	3768	1015
"576"	"AR"	4504700100000	"ARMOREL SCHOOL DIST"	5093	419	7031	324	4607	2100	5504	1775	519	10981	6425	1859	6446	4236	1239
"577"	"AR"	4504700200000	"BLYTHEVILLE SCH DIST 5"	5093	2278	27795	4528	20100	3167	27128	9660	2712	11569	6540	1837	6511	4241	1191
"578"	"AR"	4504700800000	"GOSNELL SCH DIST 6"	5093	1299	12928	1284	10773	871	12532	4329	1174	9052	5172	1457	5196	3333	904
"579"	"AR"	4504701200000	"MANILA SCH DIST 15"	5093	1123	11131	1065	8880	1186	11366	3999	1113	8970	5406	1515	5432	3561	991
"580"	"AR"	4504701400000	"OSCEOLA SCH DIST 1"	5093	1306	17303	3324	12658	1321	15845	4476	1241	11500	5817	1612	5081	3427	950
"581"	"AR"	4504701600000	"SOUTH MISSISSIPPI CO SCHOOL DIST"	5093	1287	14231	1802	10756	1673	14717	4010	1156	9154	4972	1454	4999	3116	898
"582"	"AR"	4504800100000	"BRINKLEY SCH DIST"	5095	578	6621	1021	4707	893	6104	1881	517	10413	5396	1486	5156	3254	894
"583"	"AR"	4504800200000	"CLARENDON SCH DIST 6"	5095	545	7086	994	5215	877	6481	2145	592	11461	6499	1824	5866	3936	1086
"584"	"AR"	4504900200000	"MT IDA SCH DIST 20"	5097	474	5387	1104	3471	812	5483	1698	484	10382	5487	1570	5464	3582	1021
"585"	"AR"	4504900300000	"CADDO HILLS SCH DIST 28"	5097	608	6036	1064	4436	536	5871	2030	591	9503	5118	1490	5227	3339	972
"586"	"AR"	4505000600000	"PRESCOTT SCH DIST 14"	5099	999	11017	1303	8831	883	9815	3393	985	9468	5051	1466	5351	3396	986
"587"	"AR"	4505040100000	"NEVADA SCHOOL DIST 1"	5099	418	4678	521	3734	423	4777	1565	443	10366	5938	1675	5969	3744	1060
"588"	"AR"	4505100100000	"DEER- MOUNT JUDEA SCH DIST"	5101	382	5036	853	3777	406	4990	1702	478	12647	7495	2120	6592	4455	1251
"589"	"AR"	4505100200000	"JASPER SCH DIST"	5101	896	11341	1497	8820	1024	11251	3585	998	11458	6569	1845	5943	4001	1114
"590"	"AR"	4505100500000	"OZARK MOUNTAIN SCH DIST 12"	5129	665	8917	1097	6920	900	8433	2677	802	12114	6647	2017	6364	4026	1206
"591"	"AR"	4505200100000	"BEARDEN SCH DIST 53"	5103	483	5646	754	4303	589	5968	1792	494	11435	6101	1731	5961	3710	1023
"592"	"AR"	4505200400000	"CAMDEN-FAIRVIEW SCHOOL DIST"	5103	2646	27852	3780	21673	2399	26504	8461	2368	9541	5468	1551	4846	3198	895
"593"	"AR"	4505200500000	"HARMONY GROVE SCH DIST 1"	5103	1010	9881	1003	7924	954	9445	3447	968	9034	5540	1574	5069	3413	958
"595"	"AR"	4505300100000	"EAST END SCH DIST 1"	5105	688	6645	713	5271	661	6095	2228	613	8632	4792	1349	4779	3238	891
"596"	"AR"	4505300300000	"PERRYVILLE SCH DIST 7"	5105	952	9003	982	7279	742	9111	3437	975	9071	5321	1515	5439	3610	1024
"597"	"AR"	4505400100000	"BARTON-LEXA SCHOOL DIST"	5107	826	8295	930	6728	637	9137	3185	865	9423	5604	1545	5729	3856	1047
"598"	"AR"	4505400300000	"HELENA-WEST HELENA SCHOOL DISTRICT 2"	5107	1455	19015	3383	14026	1606	18648	5852	1672	12063	6617	1856	5934	4022	1149
"599"	"AR"	4505400400000	"MARVELL SCH DIST 22"	5107	391	5970	1426	3878	666	5989	1999	564	15164	8289	2299	8332	5113	1442
"601"	"AR"	4505500200000	"CENTERPOINT SCHOOL DISTRICT"	5109	979	12975	1188	10343	1444	16488	3111	886	8848	5055	1447	4948	3178	905
"602"	"AR"	4505500300000	"KIRBY SCH DIST 32"	5109	329	4035	478	2904	653	3682	1271	352	10790	5787	1614	6438	3863	1070
"603"	"AR"	4505500400000	"SOUTH PIKE COUNTY SCHOOL DISTRICT"	5109	718	7599	798	5785	1016	7699	2705	768	9714	5687	1616	5630	3767	1070
"604"	"AR"	4505600200000	"HARRISBURG SCH DIST 6"	5111	1229	13673	1784	10207	1682	13876	4871	1404	11031	6593	1877	6014	3963	1142
"605"	"AR"	4505600300000	"EAST POINSETT CO SCH DIST"	5111	754	7457	913	5958	586	7240	2400	677	9405	5080	1448	5184	3183	898
"606"	"AR"	4505600400000	"MARKED TREE SCH DIST 28"	5111	584	6008	940	4504	564	5702	1793	512	9344	4940	1380	4697	3070	877
"607"	"AR"	4505600600000	"TRUMANN SCH DIST 21"	5111	1694	19484	2301	15695	1488	15871	5372	1502	8945	4849	1364	5217	3171	887
"609"	"AR"	4505700100000	"OUACHITA RIVER SCH DIST 30"	5113	728	8363	1668	5996	699	8317	2201	641	9479	5045	1467	4652	3023	880
"610"	"AR"	4505700300000	"MENA SCH DIST"	5113	1783	18622	2803	13463	2356	19134	6210	1834	9440	5224	1572	5454	3483	1029
"611"	"AR"	4505710100000	"COSSATOT RIVER SCHOOL DISTRICT"	5113	1066	12964	1711	9972	1281	12149	4049	1166	10514	5872	1708	5717	3798	1094
"612"	"AR"	4505800100000	"ATKINS SCH DIST"	5115	1047	10669	1135	8535	999	17511	3886	1081	9385	5453	1543	5586	3712	1032
"613"	"AR"	4505800200000	"DOVER SCH DIST 17"	5115	1404	17431	1244	14755	1432	22070	4633	1283	8709	5156	1449	4841	3300	914
"614"	"AR"	4505800300000	"HECTOR SCH DIST 59"	5115	576	6207	777	4868	562	5875	2061	589	9717	5300	1530	5321	3578	1023
"615"	"AR"	4505800400000	"POTTSVILLE SCH DIST 61"	5115	1735	16151	1166	13341	1644	15362	6154	1695	8314	4980	1375	5300	3547	977
"616"	"AR"	4505800500000	"RUSSELLVILLE SCH DIST 14"	5115	5461	62420	5624	46637	10159	59594	21270	6366	10086	5670	1700	5930	3895	1166
"617"	"AR"	4505900100000	"DES ARC SCH DIST #5"	5117	538	5997	624	4700	673	6037	1999	567	9617	5610	1589	5753	3716	1054
"618"	"AR"	4505900300000	"HAZEN SCH DIST"	5117	672	6739	696	5071	972	6821	2177	603	8869	4996	1411	5137	3240	897
"619"	"AR"	4506000100000	"LITTLE ROCK SCH DISTRICT"	5119	24797	357442	35368	272678	49396	351596	115788	37148	12783	7411	2374	7103	4669	1498
"620"	"AR"	4506000200000	"NORTH LITTLE ROCK SCHOOL DISTRICT"	5119	9009	118230	12212	93953	12065	162597	32053	10854	9604	5793	1947	5403	3558	1205
"621"	"AR"	4506000300000	"PULASKI CO SPECIAL SCHOOL DIST"	5119	17312	219695	17728	170159	31808	211217	62232	19133	10971	6288	1947	5753	3595	1105
"622"	"AR"	4506100200000	"MAYNARD SCH DIST"	5121	478	5330	688	4179	463	6605	1622	474	8860	5174	1498	5113	3393	992
"623"	"AR"	4506100300000	"POCAHONTAS SCH DIST"	5121	1967	18377	1992	14594	1791	17043	6592	1838	8269	4777	1346	5179	3351	934
"624"	"AR"	4506200100000	"FORREST CITY SCH DIST 7"	5123	2763	33334	7099	23770	2465	32815	10334	2814	11306	6080	1663	5796	3740	1018
"625"	"AR"	4506200300000	"PALESTINE-WHEATLEY SCH DIST"	5123	798	7475	676	6164	635	6880	2379	666	7875	4195	1212	4718	2981	835
"626"	"AR"	4506300100000	"BAUXITE SCH DIST 14"	5125	1650	16302	1026	14028	1248	18394	5107	1468	8301	4609	1338	4733	3095	890
"627"	"AR"	4506300200000	"BENTON SCH DIST 8"	5125	5141	50860	3412	41745	5703	49398	16510	4862	7990	4916	1460	4742	3211	946
"628"	"AR"	4506300300000	"BRYANT SCH DIST 25"	5125	9089	85232	5572	70729	8931	86637	30828	8372	7957	4841	1311	5044	3392	921
"629"	"AR"	4506300500000	"HARMONY GROVE SCH DIST 1"	5125	1187	10945	756	8953	1236	11118	4014	1149	8794	4982	1424	5196	3382	968
"630"	"AR"	4506400200000	"WALDRON SCH DIST"	5127	1596	16648	2845	12386	1417	19960	6174	1774	9930	5863	1724	5780	3868	1112
"631"	"AR"	4506500200000	"SEARCY COUNTY SCHOOL DISTRICT"	5129	882	11428	1503	8657	1268	11849	3390	965	10739	6108	1745	5734	3844	1094
"632"	"AR"	4506600100000	"FORT SMITH SCH DIST"	5131	14919	162698	21783	123421	17494	157176	55381	16795	9828	6167	1880	5591	3712	1126
"633"	"AR"	4506600200000	"GREENWOOD SCH DIST"	5131	3710	38881	2413	31298	5170	43298	13074	3725	9050	5360	1506	5190	3524	1004
"634"	"AR"	4506600300000	"HACKETT SCH DIST"	5131	899	12384	1006	9339	2039	9167	3427	1002	9808	5730	1675	5560	3812	1115
"635"	"AR"	4506600500000	"LAVACA SCH DIST"	5131	891	9128	771	7186	1171	8313	2821	804	8828	5066	1470	4763	3166	902
"636"	"AR"	4506600600000	"MANSFIELD SCH DIST"	5127	831	8850	930	6786	1134	8071	2842	778	9172	5392	1505	4955	3420	936
"637"	"AR"	4506700100000	"DEQUEEN SCH DIST 17"	5133	2431	24278	3447	19003	1828	23004	8319	2263	9125	5388	1490	5188	3422	931
"638"	"AR"	4506700300000	"HORATIO SCH DIST 55"	5133	880	9048	1160	7123	765	8314	2985	823	8982	5081	1395	5136	3392	935
"640"	"AR"	4506800200000	"CAVE CITY SCH DIST 2 A"	5135	1321	13625	1677	10757	1191	12781	4291	1240	9061	4859	1406	5309	3248	939
"641"	"AR"	4506800400000	"HIGHLAND SCH DIST"	5135	1565	15054	2071	11323	1660	15296	5119	1476	8996	5201	1486	4957	3271	943
"642"	"AR"	4506900100000	"MOUNTAIN VIEW SCH DIST"	5137	1727	16588	2193	12849	1546	15729	6244	1836	8931	5286	1545	5546	3616	1063
"643"	"AR"	4507000100000	"EL DORADO SCH DIST 15"	5139	4538	44029	5731	33290	5008	42590	13810	3945	8686	4778	1361	4637	3043	869
"644"	"AR"	4507000300000	"JUNCTION CITY SCH DIST 75"	5139	660	6491	617	4129	1745	9803	2079	595	9065	5121	1480	4826	3150	902
"645"	"AR"	4507000700000	"PARKERS CHAPEL SCH DIST"	5139	864	7405	493	5630	1282	8950	2611	799	7740	4417	1361	4938	3022	925
"646"	"AR"	4507000800000	"SMACKOVER SCH DIST 39"	5139	1257	17824	1198	11233	5393	16429	4349	1329	12412	5305	1598	5663	3460	1057
"647"	"AR"	4507000900000	"STRONG-HUTTIG SCHOOL DISTRICT"	5139	328	4594	699	3304	591	5663	1355	371	13604	7155	2024	6491	4131	1131
"648"	"AR"	4507100200000	"CLINTON SCH DIST 1"	5141	1363	15649	1687	11436	2526	15554	5332	1495	10450	6030	1707	5985	3912	1097
"649"	"AR"	4507100400000	"SHIRLEY SCH DIST 3"	5141	383	4994	526	3549	919	5513	1938	521	13410	7405	2078	7687	5060	1360
"650"	"AR"	4507100500000	"SOUTH SIDE SCHOOL DISTRICT"	5141	511	9340	658	6564	2118	7758	2448	662	14413	7323	2020	7665	4791	1295
"651"	"AR"	4507200100000	"ELKINS SCH DIST 10"	5143	1151	11336	928	9029	1379	12471	3584	993	8838	5178	1431	4571	3114	863
"652"	"AR"	4507200200000	"FARMINGTON SCH DIST 6"	5143	2366	23549	1768	19115	2666	23044	7979	2186	8358	5007	1389	4957	3372	924
"653"	"AR"	4507200300000	"FAYETTEVILLE SCH DIST 1"	5143	9652	125138	9041	88864	27233	111389	38861	10828	10261	6254	1762	6183	4026	1122
"654"	"AR"	4507200400000	"GREENLAND SCH DIST 95"	5143	889	9120	1218	6729	1173	9669	3033	847	9175	5547	1535	5070	3412	953
"655"	"AR"	4507200500000	"LINCOLN SCH DIST 48"	5143	1263	14476	2290	10739	1447	15932	4241	1159	9664	5161	1405	5055	3358	918
"656"	"AR"	4507200600000	"PRAIRIE GROVE VALLEY SCH DIST 23"	5143	1881	19433	1376	15722	2335	20848	6488	1784	8559	4940	1347	5110	3449	948
"657"	"AR"	4507200700000	"SPRINGDALE SCH DIST 50"	5143	22478	248500	33981	191876	22643	261034	86725	24671	9445	5926	1673	5625	3858	1098
"658"	"AR"	4507200900000	"WEST FORK SCH DIST 141"	5143	1139	10784	932	8881	971	10148	3650	1056	8554	5092	1490	4739	3205	927
"660"	"AR"	4507300100000	"BALD KNOB SCH DIST"	5145	1268	13507	1724	9946	1837	13859	4428	1282	9525	5312	1524	5457	3492	1011
